flight_date,airline,source,destination,days_left,price
2026-09-20,Vistara,Mumbai,Bangalore,15,12989.0
2026-09-19,GoFirst,Hyderabad,Bangalore,14,7519.0
2026-10-10,Indigo,Kolkata,Delhi,35,5785.0
2026-09-09,Vistara,Chennai,Bangalore,4,14513.0
2026-09-13,Vistara,Mumbai,Kolkata,8,15187.0
2026-10-10,SpiceJet,Chennai,Kolkata,35,6584.0
2026-10-05,Air India,Bangalore,Mumbai,30,6635.0
2026-09-14,SpiceJet,Bangalore,Hyderabad,9,7716.0
2026-10-08,Indigo,Chennai,Bangalore,33,7251.0
2026-10-10,Vistara,Hyderabad,Mumbai,35,9026.0
2026-10-01,Vistara,Hyderabad,Delhi,26,10485.0
2026-09-20,AirAsia,Hyderabad,Mumbai,15,6833.0
2026-09-09,SpiceJet,Chennai,Mumbai,4,8198.0
2026-09-14,Air India,Mumbai,Bangalore,9,9662.0
2026-09-24,GoFirst,Chennai,Bangalore,19,5412.0
2026-09-18,GoFirst,Chennai,Kolkata,13,5269.0
2026-09-19,AirAsia,Hyderabad,Chennai,14,6235.0
2026-09-29,SpiceJet,Delhi,Hyderabad,24,5125.0
2026-10-07,GoFirst,Delhi,Kolkata,32,5065.0
2026-09-13,AirAsia,Delhi,Chennai,8,6921.0
2026-09-18,Air India,Hyderabad,Kolkata,13,10996.0
2026-09-23,Indigo,Kolkata,Bangalore,18,9059.0
2026-09-12,AirAsia,Bangalore,Mumbai,7,6655.0
2026-09-26,Air India,Hyderabad,Bangalore,21,9773.0
2026-09-26,SpiceJet,Chennai,Delhi,21,6504.0
2026-09-19,Vistara,Kolkata,Chennai,14,9696.0
2026-09-18,Indigo,Bangalore,Kolkata,13,8475.0
2026-10-12,Air India,Hyderabad,Kolkata,37,8560.0
2026-09-29,Vistara,Delhi,Bangalore,24,9753.0
2026-09-29,SpiceJet,Kolkata,Delhi,24,6322.0
2026-09-21,Indigo,Delhi,Hyderabad,16,6612.0
2026-10-05,SpiceJet,Bangalore,Mumbai,30,6550.0
2026-10-11,AirAsia,Bangalore,Delhi,36,5525.0
2026-09-13,GoFirst,Hyderabad,Delhi,8,
2026-09-27,SpiceJet,Bangalore,Chennai,22,5438.0
2026-09-09,Air India,Kolkata,Hyderabad,4,9573.0
2026-10-23,Vistara,Kolkata,Bangalore,48,8882.0
2026-10-02,AirAsia,Delhi,Chennai,27,6816.0
2026-10-21,SpiceJet,Chennai,Delhi,46,3643.0
2026-10-24,GoFirst,Kolkata,Hyderabad,49,4873.0
2026-10-07,Indigo,Hyderabad,Chennai,32,6733.0
2026-09-13,GoFirst,Chennai,Mumbai,8,7459.0
2026-10-19,Vistara,Chennai,Kolkata,44,8990.0
2026-09-19,AirAsia,Mumbai,Kolkata,14,6330.0
2026-09-21,GoFirst,Bangalore,Delhi,16,6684.0
2026-10-08,SpiceJet,Kolkata,Chennai,33,6543.0
2026-10-10,AirAsia,Kolkata,Bangalore,35,4771.0
2026-10-14,Indigo,Delhi,Bangalore,39,6444.0
2026-09-20,Vistara,Delhi,Kolkata,15,13853.0
2026-10-01,AirAsia,Bangalore,Kolkata,26,6164.0
2026-09-06,Vistara,Hyderabad,Chennai,1,14317.0
2026-10-16,GoFirst,Kolkata,Delhi,41,4582.0
2026-09-10,Indigo,Kolkata,Delhi,5,9639.0
2026-10-11,AirAsia,Bangalore,Chennai,36,6052.0
2026-10-14,Vistara,Chennai,Kolkata,39,6467.0
2026-09-21,Indigo,Bangalore,Hyderabad,16,8412.0
2026-09-21,Vistara,Hyderabad,Chennai,16,10104.0
2026-10-23,Indigo,Hyderabad,Bangalore,48,3684.0
2026-09-15,GoFirst,Delhi,Mumbai,10,5242.0
2026-10-03,Air India,Chennai,Delhi,28,9316.0
2026-10-13,Air India,Kolkata,Hyderabad,38,8457.0
2026-10-05,Air India,Kolkata,Delhi,30,8272.0
2026-09-12,GoFirst,Chennai,Bangalore,7,7327.0
2026-09-11,Vistara,Hyderabad,Bangalore,6,10897.0
2026-09-19,AirAsia,Mumbai,Bangalore,14,6943.0
2026-10-23,AirAsia,Chennai,Kolkata,48,2688.0
2026-10-16,SpiceJet,Mumbai,Chennai,41,5514.0
2026-09-06,Air India,Delhi,Bangalore,1,
2026-10-11,SpiceJet,Hyderabad,Bangalore,36,5585.0
2026-10-16,GoFirst,Delhi,Chennai,41,5309.0
2026-09-14,SpiceJet,Chennai,Hyderabad,9,8722.0
2026-10-13,Vistara,Mumbai,Hyderabad,38,6889.0
2026-09-23,SpiceJet,Mumbai,Chennai,18,8336.0
2026-09-26,GoFirst,Bangalore,Delhi,21,5820.0
2026-09-08,SpiceJet,Delhi,Mumbai,3,9532.0
2026-09-29,Indigo,Chennai,Delhi,24,8611.0
2026-09-08,AirAsia,Kolkata,Delhi,3,8910.0
2026-10-13,Indigo,Delhi,Kolkata,38,5651.0
2026-10-24,Indigo,Chennai,Delhi,49,4754.0
2026-09-20,GoFirst,Bangalore,Hyderabad,15,7700.0
2026-09-28,Vistara,Hyderabad,Mumbai,23,9155.0
2026-10-13,Indigo,Chennai,Mumbai,38,5559.0
2026-10-06,SpiceJet,Kolkata,Mumbai,31,6349.0
2026-09-16,Indigo,Delhi,Hyderabad,11,9078.0
2026-09-22,Indigo,Mumbai,Chennai,17,8218.0
2026-09-28,Air India,Hyderabad,Bangalore,23,8917.0
2026-10-02,Indigo,Delhi,Hyderabad,27,7936.0
2026-10-16,GoFirst,Hyderabad,Mumbai,41,4094.0
2026-09-23,Indigo,Mumbai,Delhi,18,7573.0
2026-10-15,GoFirst,Chennai,Delhi,40,5170.0
2026-10-18,Air India,Mumbai,Chennai,43,5673.0
2026-10-08,GoFirst,Hyderabad,Delhi,33,4108.0
2026-10-02,SpiceJet,Bangalore,Chennai,27,5497.0
2026-10-14,Vistara,Chennai,Hyderabad,39,8068.0
2026-10-24,Vistara,Kolkata,Bangalore,49,7046.0
2026-09-12,Indigo,Kolkata,Hyderabad,7,9491.0
2026-09-23,GoFirst,Bangalore,Delhi,18,5616.0
2026-10-19,Indigo,Chennai,Hyderabad,44,3791.0
2026-09-25,Indigo,Delhi,Chennai,20,8103.0
2026-09-06,GoFirst,Delhi,Hyderabad,1,6057.0
2026-09-08,Air India,Kolkata,Bangalore,3,11250.0
2026-10-10,Vistara,Kolkata,Bangalore,35,9286.0
2026-09-28,Air India,Kolkata,Delhi,23,9460.0
2026-10-16,Vistara,Hyderabad,Delhi,41,9500.0
2026-10-21,Vistara,Delhi,Kolkata,46,6602.0
2026-10-14,AirAsia,Mumbai,Chennai,39,5707.0
2026-09-30,Air India,Kolkata,Hyderabad,25,8625.0
2026-10-13,Vistara,Delhi,Bangalore,38,8271.0
2026-10-24,Vistara,Delhi,Mumbai,49,4773.0
2026-09-27,Vistara,Delhi,Kolkata,22,11438.0
2026-10-05,AirAsia,Bangalore,Chennai,30,5707.0
2026-10-11,Indigo,Mumbai,Chennai,36,4583.0
2026-09-18,AirAsia,Hyderabad,Delhi,13,7353.0
2026-09-25,Vistara,Chennai,Mumbai,20,12852.0
2026-10-13,AirAsia,Chennai,Mumbai,38,4977.0
2026-10-03,Air India,Bangalore,Mumbai,28,6598.0
2026-09-14,GoFirst,Kolkata,Chennai,9,5927.0
2026-09-29,Vistara,Kolkata,Hyderabad,24,11797.0
2026-09-27,Indigo,Chennai,Bangalore,22,6883.0
2026-10-15,GoFirst,Delhi,Chennai,40,3365.0
2026-09-10,AirAsia,Chennai,Bangalore,5,7632.0
2026-09-23,Air India,Hyderabad,Delhi,18,9216.0
2026-10-18,Indigo,Delhi,Mumbai,43,4875.0
2026-10-04,Vistara,Bangalore,Kolkata,29,8941.0
2026-10-23,GoFirst,Mumbai,Chennai,48,3749.0
2026-09-12,Indigo,Bangalore,Mumbai,7,9315.0
2026-10-21,AirAsia,Kolkata,Hyderabad,46,2786.0
2026-10-24,AirAsia,Kolkata,Bangalore,49,3551.0
2026-10-16,Air India,Chennai,Mumbai,41,5805.0
2026-10-17,SpiceJet,Bangalore,Mumbai,42,4394.0
2026-10-13,Vistara,Delhi,Chennai,38,9397.0
2026-10-12,GoFirst,Bangalore,Chennai,37,5366.0
2026-10-10,SpiceJet,Chennai,Delhi,35,4181.0
2026-10-11,GoFirst,Delhi,Kolkata,36,5926.0
2026-10-23,Vistara,Hyderabad,Chennai,48,5163.0
2026-10-23,GoFirst,Kolkata,Delhi,48,2975.0
2026-09-30,Indigo,Chennai,Mumbai,25,8505.0
2026-10-19,AirAsia,Kolkata,Hyderabad,44,4188.0
2026-10-01,Vistara,Kolkata,Bangalore,26,12527.0
2026-09-15,AirAsia,Mumbai,Chennai,10,6238.0
2026-09-13,AirAsia,Hyderabad,Delhi,8,6122.0
2026-10-18,Air India,Bangalore,Chennai,43,7330.0
2026-10-22,AirAsia,Chennai,Mumbai,47,3157.0
2026-10-23,Air India,Kolkata,Chennai,48,4725.0
2026-10-07,SpiceJet,Delhi,Mumbai,32,5164.0
2026-09-25,Air India,Mumbai,Chennai,20,8077.0
2026-10-20,Vistara,Kolkata,Delhi,45,9621.0
2026-09-28,Air India,Hyderabad,Chennai,23,8421.0
2026-09-25,Air India,Mumbai,Hyderabad,20,8118.0
2026-09-27,SpiceJet,Mumbai,Kolkata,22,5780.0
2026-09-23,GoFirst,Kolkata,Chennai,18,6969.0
2026-10-21,GoFirst,Chennai,Hyderabad,46,3246.0
2026-09-07,Indigo,Hyderabad,Kolkata,2,9825.0
2026-10-20,SpiceJet,Bangalore,Hyderabad,45,4890.0
2026-09-12,Air India,Hyderabad,Bangalore,7,9846.0
2026-10-18,GoFirst,Delhi,Chennai,43,3351.0
2026-10-05,Indigo,Chennai,Bangalore,30,6272.0
2026-10-08,GoFirst,Delhi,Hyderabad,33,4941.0
2026-10-04,Indigo,Mumbai,Kolkata,29,6097.0
2026-10-20,Indigo,Kolkata,Mumbai,45,5338.0
2026-09-09,GoFirst,Bangalore,Hyderabad,4,7225.0
2026-10-09,Air India,Kolkata,Delhi,34,8806.0
2026-09-24,AirAsia,Delhi,Mumbai,19,6629.0
2026-10-15,Indigo,Bangalore,Chennai,40,5673.0
2026-10-04,Air India,Hyderabad,Kolkata,29,6111.0
2026-10-01,Vistara,Chennai,Delhi,26,9289.0
2026-10-03,AirAsia,Mumbai,Kolkata,28,6718.0
2026-09-22,AirAsia,Delhi,Hyderabad,17,6139.0
2026-10-09,SpiceJet,Kolkata,Mumbai,34,7297.0
2026-09-27,Indigo,Hyderabad,Mumbai,22,5994.0
2026-10-23,Vistara,Delhi,Hyderabad,48,6935.0
2026-09-16,GoFirst,Delhi,Bangalore,11,7314.0
2026-10-01,AirAsia,Chennai,Kolkata,26,4468.0
2026-10-04,SpiceJet,Kolkata,Delhi,29,7109.0
2026-09-28,Vistara,Delhi,Mumbai,23,8884.0
2026-09-16,Vistara,Hyderabad,Chennai,11,12884.0
2026-09-10,AirAsia,Bangalore,Chennai,5,7867.0
2026-09-06,SpiceJet,Hyderabad,Bangalore,1,7414.0
2026-10-06,SpiceJet,Chennai,Delhi,31,4532.0
2026-09-19,SpiceJet,Delhi,Kolkata,14,6612.0
2026-10-06,Vistara,Kolkata,Chennai,31,8043.0
2026-10-11,Air India,Kolkata,Bangalore,36,5670.0
2026-09-27,SpiceJet,Hyderabad,Mumbai,22,7751.0
2026-10-08,Air India,Chennai,Mumbai,33,6578.0
2026-10-23,Vistara,Delhi,Mumbai,48,7424.0
2026-10-16,GoFirst,Chennai,Mumbai,41,5622.0
2026-09-20,Air India,Hyderabad,Kolkata,15,7944.0
2026-10-14,GoFirst,Delhi,Kolkata,39,3835.0
2026-10-20,Vistara,Delhi,Chennai,45,9391.0
2026-09-27,Vistara,Chennai,Bangalore,22,11883.0
2026-09-22,Air India,Hyderabad,Kolkata,17,9181.0
2026-09-10,AirAsia,Bangalore,Kolkata,5,7527.0
2026-10-01,Vistara,Delhi,Chennai,26,7841.0
2026-10-15,Vistara,Bangalore,Mumbai,40,10335.0
2026-09-16,GoFirst,Kolkata,Bangalore,11,5976.0
2026-09-19,Indigo,Kolkata,Hyderabad,14,8593.0
2026-09-06,Vistara,Chennai,Bangalore,1,14873.0
2026-10-03,Air India,Mumbai,Delhi,28,9282.0
2026-10-23,Air India,Delhi,Mumbai,48,5374.0
2026-10-21,Air India,Hyderabad,Chennai,46,4156.0
2026-10-18,Air India,Kolkata,Mumbai,43,4517.0
2026-09-27,GoFirst,Hyderabad,Mumbai,22,5241.0
2026-10-01,GoFirst,Mumbai,Kolkata,26,3953.0
2026-09-11,Vistara,Mumbai,Kolkata,6,12234.0
2026-09-08,Air India,Chennai,Bangalore,3,11950.0
2026-09-23,AirAsia,Bangalore,Mumbai,18,7102.0
2026-09-18,GoFirst,Chennai,Kolkata,13,7365.0
2026-09-27,Air India,Bangalore,Delhi,22,9134.0
2026-10-21,Indigo,Bangalore,Hyderabad,46,4880.0
2026-09-10,Vistara,Bangalore,Delhi,5,13775.0
2026-09-27,GoFirst,Delhi,Mumbai,22,6588.0
2026-09-10,AirAsia,Mumbai,Bangalore,5,8113.0
2026-09-13,SpiceJet,Hyderabad,Delhi,8,6852.0
2026-10-23,Indigo,Chennai,Kolkata,48,5725.0
2026-10-01,Air India,Delhi,Hyderabad,26,8197.0
2026-10-08,GoFirst,Delhi,Bangalore,33,4969.0
2026-09-23,Air India,Chennai,Hyderabad,18,7441.0
2026-10-02,SpiceJet,Hyderabad,Kolkata,27,6248.0
2026-10-02,Vistara,Mumbai,Chennai,27,12600.0
2026-09-23,SpiceJet,Mumbai,Hyderabad,18,8207.0
2026-10-07,Vistara,Bangalore,Kolkata,32,9690.0
2026-09-13,SpiceJet,Kolkata,Bangalore,8,8071.0
2026-10-16,Air India,Bangalore,Mumbai,41,6554.0
2026-09-20,GoFirst,Chennai,Hyderabad,15,5276.0
2026-09-15,GoFirst,Bangalore,Kolkata,10,6965.0
2026-10-06,Vistara,Chennai,Mumbai,31,8897.0
2026-09-13,AirAsia,Kolkata,Chennai,8,8313.0
2026-09-22,GoFirst,Delhi,Kolkata,17,6986.0
2026-10-08,Air India,Kolkata,Mumbai,33,8646.0
2026-09-24,SpiceJet,Hyderabad,Delhi,19,5638.0
2026-09-13,GoFirst,Delhi,Mumbai,8,7441.0
2026-10-16,GoFirst,Delhi,Chennai,41,3691.0
2026-10-01,SpiceJet,Hyderabad,Kolkata,26,5984.0
2026-10-07,Vistara,Mumbai,Hyderabad,32,7720.0
2026-10-22,Vistara,Hyderabad,Delhi,47,5220.0
2026-10-03,AirAsia,Kolkata,Mumbai,28,6976.0
2026-10-08,SpiceJet,Kolkata,Chennai,33,6339.0
2026-09-13,Air India,Kolkata,Delhi,8,11572.0
2026-10-17,Indigo,Kolkata,Delhi,42,5380.0
2026-09-09,GoFirst,Delhi,Kolkata,4,8377.0
2026-09-22,Air India,Kolkata,Chennai,17,9168.0
2026-10-04,SpiceJet,Bangalore,Mumbai,29,5084.0
2026-09-09,SpiceJet,Hyderabad,Mumbai,4,8020.0
2026-10-07,Air India,Delhi,Mumbai,32,6907.0
2026-10-19,GoFirst,Mumbai,Hyderabad,44,2608.0
2026-10-23,SpiceJet,Chennai,Delhi,48,4311.0
2026-10-10,GoFirst,Hyderabad,Mumbai,35,3660.0
2026-10-21,Air India,Kolkata,Bangalore,46,5920.0
2026-10-16,Vistara,Bangalore,Chennai,41,6699.0
2026-09-25,AirAsia,Hyderabad,Bangalore,20,6164.0
2026-09-30,Vistara,Kolkata,Bangalore,25,8947.0
2026-10-24,Indigo,Chennai,Mumbai,49,4457.0
2026-10-15,Indigo,Kolkata,Chennai,40,4611.0
2026-09-25,AirAsia,Bangalore,Kolkata,20,7528.0
2026-10-18,AirAsia,Delhi,Hyderabad,43,4079.0
2026-09-13,Indigo,Mumbai,Bangalore,8,8883.0
2026-10-22,Air India,Chennai,Hyderabad,47,7131.0
2026-10-05,Indigo,Mumbai,Hyderabad,30,4681.0
2026-09-14,Indigo,Hyderabad,Kolkata,9,8938.0
2026-09-26,Vistara,Bangalore,Hyderabad,21,9580.0
2026-10-14,AirAsia,Bangalore,Delhi,39,5842.0
2026-09-06,GoFirst,Hyderabad,Kolkata,1,5973.0
2026-10-10,Indigo,Kolkata,Bangalore,35,5099.0
2026-09-25,Indigo,Chennai,Kolkata,20,5676.0
2026-10-23,GoFirst,Chennai,Delhi,48,2712.0
2026-10-17,Vistara,Bangalore,Kolkata,42,5921.0
2026-10-08,GoFirst,Bangalore,Mumbai,33,4582.0
2026-09-30,GoFirst,Kolkata,Delhi,25,4459.0
2026-10-09,AirAsia,Kolkata,Hyderabad,34,6231.0
2026-09-13,Indigo,Chennai,Hyderabad,8,7385.0
2026-10-13,GoFirst,Delhi,Kolkata,38,5174.0
2026-09-26,Vistara,Hyderabad,Chennai,21,10892.0
2026-09-17,Indigo,Bangalore,Hyderabad,12,
2026-09-19,Vistara,Bangalore,Kolkata,14,13010.0
2026-10-21,Air India,Bangalore,Delhi,46,6196.0
2026-10-02,AirAsia,Delhi,Kolkata,27,
2026-10-09,Indigo,Hyderabad,Mumbai,34,5243.0
2026-09-23,Indigo,Bangalore,Hyderabad,18,6799.0
2026-10-05,Vistara,Chennai,Mumbai,30,9554.0
2026-09-20,Indigo,Bangalore,Mumbai,15,7780.0
2026-10-15,Air India,Delhi,Bangalore,40,7079.0
2026-10-21,Vistara,Kolkata,Bangalore,46,9283.0
2026-09-21,Vistara,Chennai,Bangalore,16,13556.0
2026-10-12,GoFirst,Hyderabad,Bangalore,37,4705.0
2026-09-06,Vistara,Kolkata,Hyderabad,1,12598.0
2026-10-24,GoFirst,Chennai,Hyderabad,49,2928.0
2026-09-30,Air India,Kolkata,Mumbai,25,9370.0
2026-09-23,Air India,Kolkata,Bangalore,18,10354.0
2026-09-27,Vistara,Delhi,Kolkata,22,13267.0
2026-10-03,Indigo,Chennai,Hyderabad,28,
2026-10-22,Indigo,Chennai,Delhi,47,5370.0
2026-09-17,Vistara,Chennai,Kolkata,12,13595.0
2026-10-21,SpiceJet,Bangalore,Hyderabad,46,4673.0
2026-09-29,Indigo,Delhi,Hyderabad,24,8232.0
2026-09-27,Air India,Bangalore,Chennai,22,7317.0
2026-09-14,Vistara,Hyderabad,Kolkata,9,13107.0
2026-09-13,SpiceJet,Kolkata,Delhi,8,8679.0
2026-09-07,Air India,Kolkata,Chennai,2,11379.0
2026-09-13,Air India,Chennai,Hyderabad,8,9517.0
2026-09-07,SpiceJet,Chennai,Kolkata,2,9741.0
2026-10-08,SpiceJet,Delhi,Hyderabad,33,5941.0
2026-10-05,SpiceJet,Kolkata,Delhi,30,6763.0
2026-09-17,GoFirst,Chennai,Delhi,12,7695.0
2026-09-13,Vistara,Delhi,Mumbai,8,10492.0
2026-09-15,Indigo,Hyderabad,Delhi,10,9083.0
2026-09-26,AirAsia,Mumbai,Hyderabad,21,7238.0
2026-09-27,Vistara,Bangalore,Kolkata,22,8645.0
2026-09-12,AirAsia,Delhi,Bangalore,7,8393.0
2026-10-23,SpiceJet,Bangalore,Mumbai,48,3529.0
2026-09-25,Indigo,Bangalore,Mumbai,20,7489.0
2026-10-22,Indigo,Kolkata,Chennai,47,3201.0
2026-10-24,GoFirst,Kolkata,Delhi,49,3650.0
2026-09-23,SpiceJet,Hyderabad,Bangalore,18,7652.0
2026-09-20,GoFirst,Kolkata,Hyderabad,15,6340.0
2026-09-30,GoFirst,Mumbai,Hyderabad,25,5123.0
2026-10-05,Vistara,Chennai,Mumbai,30,8132.0
2026-10-02,GoFirst,Mumbai,Kolkata,27,6375.0
2026-09-16,Vistara,Chennai,Hyderabad,11,12067.0
2026-09-28,Vistara,Delhi,Mumbai,23,9748.0
2026-09-29,Indigo,Mumbai,Delhi,24,7064.0
2026-10-01,AirAsia,Mumbai,Bangalore,26,5063.0
2026-09-26,GoFirst,Mumbai,Bangalore,21,6735.0
2026-10-13,Vistara,Mumbai,Hyderabad,38,7016.0
2026-09-15,AirAsia,Bangalore,Chennai,10,6127.0
2026-10-09,SpiceJet,Bangalore,Delhi,34,5179.0
2026-09-16,Indigo,Kolkata,Mumbai,11,9178.0
2026-09-21,Indigo,Kolkata,Delhi,16,6113.0
2026-09-26,Vistara,Chennai,Kolkata,21,
2026-10-19,AirAsia,Bangalore,Kolkata,44,3524.0
2026-10-21,AirAsia,Mumbai,Chennai,46,2934.0
2026-09-22,GoFirst,Bangalore,Hyderabad,17,5823.0
2026-09-20,GoFirst,Hyderabad,Mumbai,15,6022.0
2026-09-17,Air India,Chennai,Mumbai,12,11684.0
2026-10-04,Air India,Delhi,Hyderabad,29,5808.0
2026-09-15,Air India,Kolkata,Mumbai,10,11623.0
2026-09-13,SpiceJet,Delhi,Kolkata,8,6546.0
2026-10-21,Air India,Delhi,Kolkata,46,6264.0
2026-10-09,AirAsia,Delhi,Kolkata,34,4532.0
2026-09-29,Indigo,Kolkata,Bangalore,24,5450.0
2026-10-08,GoFirst,Chennai,Bangalore,33,5922.0
2026-09-26,GoFirst,Kolkata,Mumbai,21,6177.0
2026-09-24,GoFirst,Kolkata,Hyderabad,19,4947.0
2026-10-02,AirAsia,Kolkata,Delhi,27,5680.0
2026-10-02,Air India,Chennai,Delhi,27,7824.0
2026-10-13,Indigo,Bangalore,Mumbai,38,6790.0
2026-10-06,AirAsia,Delhi,Mumbai,31,6015.0
2026-09-30,Vistara,Mumbai,Kolkata,25,11096.0
2026-10-16,Air India,Mumbai,Bangalore,41,4296.0
2026-09-22,GoFirst,Kolkata,Delhi,17,6605.0
2026-10-04,Air India,Mumbai,Kolkata,29,9901.0
2026-09-18,AirAsia,Hyderabad,Kolkata,13,7551.0
2026-10-09,SpiceJet,Bangalore,Hyderabad,34,4746.0
2026-09-07,Vistara,Mumbai,Bangalore,2,15615.0
2026-10-19,Indigo,Delhi,Bangalore,44,5739.0
2026-09-27,AirAsia,Delhi,Bangalore,22,5288.0
2026-10-19,Vistara,Mumbai,Bangalore,44,6602.0
2026-10-09,GoFirst,Mumbai,Bangalore,34,4198.0
2026-09-28,AirAsia,Delhi,Bangalore,23,7044.0
2026-10-11,Air India,Chennai,Delhi,36,6074.0
2026-10-15,SpiceJet,Hyderabad,Bangalore,40,4286.0
2026-09-07,Indigo,Kolkata,Hyderabad,2,
2026-09-12,GoFirst,Hyderabad,Delhi,7,6276.0
2026-10-23,Air India,Mumbai,Kolkata,48,5432.0
2026-10-13,Vistara,Kolkata,Chennai,38,7351.0
2026-10-24,Indigo,Kolkata,Bangalore,49,5113.0
2026-10-17,GoFirst,Kolkata,Hyderabad,42,5352.0
2026-09-23,SpiceJet,Hyderabad,Kolkata,18,5720.0
2026-09-20,Air India,Hyderabad,Bangalore,15,8778.0
2026-09-24,Indigo,Mumbai,Hyderabad,19,7232.0
2026-10-10,GoFirst,Mumbai,Bangalore,35,5573.0
2026-10-21,Air India,Delhi,Chennai,46,7108.0
2026-09-25,Vistara,Hyderabad,Bangalore,20,13671.0
2026-09-07,GoFirst,Delhi,Mumbai,2,8848.0
2026-09-06,Air India,Mumbai,Delhi,1,13015.0
2026-09-25,GoFirst,Bangalore,Mumbai,20,5882.0
2026-10-03,SpiceJet,Delhi,Mumbai,28,5513.0
2026-10-13,SpiceJet,Kolkata,Delhi,38,3979.0
2026-10-21,SpiceJet,Bangalore,Chennai,46,4114.0
2026-10-13,Air India,Delhi,Mumbai,38,6166.0
2026-10-12,Indigo,Mumbai,Hyderabad,37,6576.0
2026-09-18,AirAsia,Chennai,Mumbai,13,6531.0
2026-10-24,Vistara,Bangalore,Mumbai,49,5369.0
2026-10-24,SpiceJet,Chennai,Hyderabad,49,4261.0
2026-10-12,Air India,Chennai,Kolkata,37,7045.0
2026-09-12,Indigo,Bangalore,Kolkata,7,8636.0
2026-09-08,SpiceJet,Bangalore,Delhi,3,8231.0
2026-09-18,Air India,Mumbai,Delhi,13,8800.0
2026-10-10,Indigo,Delhi,Bangalore,35,5253.0
2026-10-21,GoFirst,Hyderabad,Delhi,46,3239.0
2026-09-22,Vistara,Delhi,Kolkata,17,12310.0
2026-09-20,Vistara,Chennai,Hyderabad,15,12356.0
2026-09-18,SpiceJet,Delhi,Kolkata,13,6241.0
2026-09-19,SpiceJet,Chennai,Delhi,14,7021.0
2026-09-06,GoFirst,Mumbai,Bangalore,1,7919.0
2026-10-20,Indigo,Kolkata,Mumbai,45,5801.0
2026-09-14,Air India,Delhi,Mumbai,9,8325.0
2026-10-06,SpiceJet,Kolkata,Chennai,31,5256.0
2026-09-29,Vistara,Bangalore,Delhi,24,11698.0
2026-10-15,Air India,Mumbai,Kolkata,40,5790.0
2026-09-30,AirAsia,Bangalore,Delhi,25,4325.0
2026-10-14,SpiceJet,Delhi,Mumbai,39,4939.0
2026-10-05,Indigo,Bangalore,Kolkata,30,5749.0
2026-09-27,Vistara,Chennai,Delhi,22,11985.0
2026-09-27,SpiceJet,Kolkata,Mumbai,22,7025.0
2026-09-15,Air India,Delhi,Kolkata,10,11505.0
2026-09-16,SpiceJet,Hyderabad,Bangalore,11,8908.0
2026-09-08,Vistara,Delhi,Mumbai,3,14641.0
2026-09-12,Indigo,Hyderabad,Bangalore,7,7572.0
2026-10-05,AirAsia,Bangalore,Chennai,30,5996.0
2026-09-21,Vistara,Chennai,Hyderabad,16,11777.0
2026-10-18,AirAsia,Kolkata,Chennai,43,4500.0
2026-10-15,Indigo,Delhi,Hyderabad,40,6088.0
2026-09-07,Vistara,Bangalore,Kolkata,2,12813.0
2026-09-28,Air India,Hyderabad,Delhi,23,9266.0
2026-09-25,GoFirst,Chennai,Hyderabad,20,7222.0
2026-09-17,GoFirst,Kolkata,Bangalore,12,7358.0
2026-09-20,SpiceJet,Hyderabad,Chennai,15,6758.0
2026-09-28,SpiceJet,Hyderabad,Kolkata,23,6976.0
2026-10-06,Indigo,Mumbai,Chennai,31,5350.0
2026-09-23,GoFirst,Bangalore,Kolkata,18,7586.0
2026-10-22,Vistara,Hyderabad,Bangalore,47,6570.0
2026-10-24,Air India,Kolkata,Hyderabad,49,5798.0
2026-09-08,Vistara,Bangalore,Hyderabad,3,12898.0
2026-10-23,GoFirst,Mumbai,Chennai,48,5175.0
2026-10-19,AirAsia,Mumbai,Hyderabad,44,5121.0
2026-09-12,SpiceJet,Hyderabad,Kolkata,7,8173.0
2026-09-21,Vistara,Hyderabad,Kolkata,16,11177.0
2026-09-24,Air India,Hyderabad,Bangalore,19,10145.0
2026-10-10,SpiceJet,Hyderabad,Bangalore,35,4960.0
2026-09-09,Indigo,Mumbai,Hyderabad,4,7601.0
2026-10-13,GoFirst,Bangalore,Chennai,38,4611.0
2026-10-21,AirAsia,Mumbai,Bangalore,46,4752.0
2026-10-06,SpiceJet,Mumbai,Kolkata,31,4444.0
2026-09-07,SpiceJet,Hyderabad,Mumbai,2,8835.0
2026-09-19,GoFirst,Chennai,Hyderabad,14,5719.0
2026-09-14,SpiceJet,Hyderabad,Bangalore,9,9037.0
2026-09-16,Vistara,Chennai,Delhi,11,11825.0
2026-09-23,Indigo,Mumbai,Delhi,18,7625.0
2026-09-27,SpiceJet,Hyderabad,Mumbai,22,6432.0
2026-09-26,GoFirst,Hyderabad,Delhi,21,6374.0
2026-10-03,Indigo,Mumbai,Delhi,28,6653.0
2026-10-13,GoFirst,Bangalore,Chennai,38,3048.0
2026-10-20,GoFirst,Bangalore,Kolkata,45,3610.0
2026-09-18,SpiceJet,Bangalore,Delhi,13,8250.0
2026-09-30,Indigo,Hyderabad,Delhi,25,8625.0
2026-09-24,AirAsia,Hyderabad,Mumbai,19,6727.0
2026-10-01,Vistara,Kolkata,Hyderabad,26,12513.0
2026-10-03,SpiceJet,Bangalore,Delhi,28,7154.0
2026-10-15,SpiceJet,Chennai,Delhi,40,5922.0
